hospital,error_type,invoice_id,planted_line,detail,line_match_before,line_match_after,flagged,category_found,extra_categories,expected_total,original_total,contract_total,total_equals_original,tier,confidence,spillover_in_batch
H3,unknown_service,INV-H3-000533,H3-L00533-10,description 'Routine Neurological Biopsy Procedure' (not in this contract),exact,none,1,1,,3120689,3120689,,1,F2,0.93,0
H3,unknown_service,INV-H3-000211,H3-L00211-04,description 'Supervised Palliative Consultation' (not in this contract),exact,none,1,1,,1435800,1435800,,1,F2,0.93,0
H3,unknown_service,INV-H3-000756,H3-L00756-04,description 'Postoperative Pulmonary Infusion Therapy' (not in this contract),exact,none,1,1,,2393158,2393158,,1,F2,0.93,0
H3,unknown_service,INV-H3-000863,H3-L00863-05,description 'Inpatient Palliative Isolation Room Occupancy' (not in this contract),exact,none,1,1,,657175,657175,,1,F2,0.93,0
H3,unknown_service,INV-H3-000549,H3-L00549-01,description 'Intensive Urologic Specimen Analysis' (not in this contract),exact,none,1,1,,632222,632222,,1,F2,0.93,0
H3,unknown_service,INV-H3-000113,H3-L00113-04,description 'Routine Haematology Infusion Therapy' (not in this contract),exact,none,1,1,,5731381,5731381,,1,F2,0.93,0
H3,unknown_service,INV-H3-000714,H3-L00714-01,description 'Postoperative Neurological Rehabilitation Programme' (not in this contract),exact,none,1,1,unit_price_mismatch,2433328,2417803,,0,F2,0.93,0
H3,unknown_service,INV-H3-000873,H3-L00873-16,description 'Comprehensive Otolaryngologic Case Conference' (not in this contract),exact,none,1,1,,4007328,4007328,,1,F2,0.93,0
H3,unknown_service,INV-H3-000611,H3-L00611-07,description 'Elective Pulmonary Radiotherapy Fraction' (not in this contract),strong,none,1,1,,2620672,2620672,,1,F2,0.93,0
H3,unknown_service,INV-H3-000926,H3-L00926-13,description 'Advanced Rheumatologic Laboratory Panel' (not in this contract),exact,none,1,1,,4230770,4230770,,1,F2,0.93,0
H3,unknown_service_lookalike,INV-H3-000761,H3-L00761-02,description 'Ambulatory Imaging Interpretation' (specialty dropped from a non-contract service),strong,ambiguous,1,0,unit_price_mismatch,4340055,4257105,,0,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000136,H3-L00136-04,description 'Emergency Biopsy Procedure' (specialty dropped from a non-contract service),exact,unit_tiebreak,1,0,cross_invoice_duplicate,4194418,4579968,,0,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000576,H3-L00576-07,description 'Emergency Biopsy Procedure' (specialty dropped from a non-contract service),exact,unit_tiebreak,1,0,exclusion_window_violation|unit_price_mismatch,3444863,4165113,,0,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000317,H3-L00317-09,description 'Postoperative Anaesthesia Administration' (specialty dropped from a non-contract service),strong,none,1,1,,1409111,1409111,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000177,H3-L00177-06,description 'Extended Infusion Therapy' (specialty dropped from a non-contract service),exact,ambiguous,0,0,,1316762,1316762,,1,C5,0.7,5
H3,unknown_service_lookalike,INV-H3-000739,H3-L00739-04,description 'Ambulatory Imaging Interpretation' (specialty dropped from a non-contract service),exact,ambiguous,0,0,,4242242,4242242,,1,C5,0.7,5
H3,unknown_service_lookalike,INV-H3-000263,H3-L00263-04,description 'Ambulatory Imaging Interpretation' (specialty dropped from a non-contract service),exact,ambiguous,0,0,,1293748,1293748,,1,C5,0.7,5
H3,unknown_service_lookalike,INV-H3-000224,H3-L00224-04,description 'Supervised Sterilisation Service' (specialty dropped from a non-contract service),strong,none,1,1,,1243799,1243799,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000660,H3-L00660-08,description 'Inpatient Specimen Analysis' (specialty dropped from a non-contract service),exact,none,1,1,unit_price_mismatch,4570892,4491167,,0,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000002,H3-L00002-09,description 'Bedside Pharmaceutical Dispensing' (specialty dropped from a non-contract service),strong,none,1,1,,2908235,2908235,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000804,H3-L00804-07,description 'Preoperative Imaging Interpretation' (specialty dropped from a non-contract service),strong,none,1,1,,2767967,2767967,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000112,H3-L00112-05,description 'Continuous Laboratory Panel' (specialty dropped from a non-contract service),exact,none,1,1,,1742398,1742398,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000779,H3-L00779-10,description 'Postoperative Rehabilitation Programme' (specialty dropped from a non-contract service),strong,strong,1,0,unit_price_mismatch,2266915,1751701,,0,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000680,H3-L00680-04,description 'Ambulatory Case Conference' (specialty dropped from a non-contract service),exact,none,1,1,,2573845,2573845,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000303,H3-L00303-08,description 'Focused Nutritional Support' (specialty dropped from a non-contract service),exact,strong,1,0,wrong_unit_basis,2398761,2398761,,1,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000433,H3-L00433-03,description 'Continuous Wound Care' (specialty dropped from a non-contract service),strong,none,1,1,,3852667,3852667,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000775,H3-L00775-01,description 'Comprehensive Wound Care' (specialty dropped from a non-contract service),exact,none,1,1,,3676865,3676865,,1,F3,0.8,5
H3,unknown_service_lookalike,INV-H3-000725,H3-L00725-09,description 'Specialist Physiotherapy Session' (specialty dropped from a non-contract service),exact,strong,1,0,unit_price_mismatch,2186943,2153261,,0,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000397,H3-L00397-01,description 'Intensive Nutritional Support' (specialty dropped from a non-contract service),exact,strong,1,0,unit_price_mismatch,998308,1053916,,0,F2,0.93,5
H3,unknown_service_lookalike,INV-H3-000337,H3-L00337-07,description 'Postoperative Diagnostic Imaging' (specialty dropped from a non-contract service),strong,none,1,1,,1678515,1678515,,1,F3,0.8,5
H3,daily_cap_exceeded,INV-H3-000868,H3-L00868-04,quantity 3 -> 28 (cap 24),exact,exact,1,1,,5761174,3319399,5761174,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000594,H3-L00594-07,quantity 5 -> 17 (cap 12),exact,exact,1,1,,2769423,2622423,2769423,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000480,H3-L00480-08,quantity 1 -> 12 (cap 8),strong,strong,1,1,,3697039,1405764,3697039,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000735,H3-L00735-06,quantity 2 -> 14 (cap 12),exact,exact,1,1,,6815663,3087663,6815663,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000187,H3-L00187-12,quantity 8 -> 13 (cap 12),exact,exact,1,1,,4490200,4406200,4490200,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000164,H3-L00164-02,quantity 1 -> 13 (cap 12),exact,exact,1,1,,5546477,3537602,5546477,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000464,H3-L00464-16,quantity 1 -> 7 (cap 4),exact,exact,1,1,,4688251,3751201,4688251,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000424,H3-L00424-02,quantity 1 -> 13 (cap 8),exact,exact,1,1,,3639775,1658950,3639775,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000695,H3-L00695-17,quantity 2 -> 14 (cap 12),strong,strong,1,1,,7884121,4156121,7884121,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000307,H3-L00307-04,quantity 1 -> 11 (cap 8),exact,exact,1,1,,5271151,2979876,5271151,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000523,H3-L00523-10,quantity 2 -> 9 (cap 4),exact,exact,1,1,,6090071,5465371,6090071,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000129,H3-L00129-11,quantity 1 -> 9 (cap 8),exact,exact,1,1,,6531771,4240496,6531771,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000810,H3-L00810-04,quantity 6 -> 15 (cap 12),exact,exact,1,1,,771989,630689,771989,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000896,H3-L00896-07,quantity 2 -> 13 (cap 12),exact,exact,1,1,,5883380,2155380,5883380,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000459,H3-L00459-04,quantity 1 -> 11 (cap 8),exact,exact,1,1,,3298325,1317500,3298325,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000784,H3-L00784-02,quantity 4 -> 14 (cap 12),exact,exact,1,1,,3819635,3651635,3819635,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000165,H3-L00165-02,quantity 3 -> 6 (cap 4),exact,exact,1,1,,2462380,2458930,2462380,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000455,H3-L00455-07,quantity 9 -> 15 (cap 12),exact,exact,1,1,,4278695,4208045,4278695,0,F2,0.93,0
H3,daily_cap_exceeded,INV-H3-000805,H3-L00805-09,quantity 2 -> 27 (cap 24),price_tiebreak,price_tiebreak,1,1,,6268709,3710659,6268709,0,F3,0.8,0
H3,daily_cap_exceeded,INV-H3-000487,H3-L00487-07,quantity 3 -> 16 (cap 12),strong,strong,1,1,,1580310,1542510,1580310,0,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000822,,copies H3-L00256-07 from INV-H3-000256,,,1,1,,1850345,1850345,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000933,,copies H3-L00037-07 from INV-H3-000037,,,1,1,,1504813,1504813,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000341,,copies H3-L00318-07 from INV-H3-000318,,,1,1,,1351390,1351390,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000628,,copies H3-L00016-16 from INV-H3-000016,,,1,1,,4567552,4567552,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000823,,copies H3-L00561-05 from INV-H3-000561,,,1,1,,1198551,1198551,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000771,,copies H3-L00760-01 from INV-H3-000760,,,1,1,,3494704,3494704,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000906,,copies H3-L00804-06 from INV-H3-000804,,,1,1,,4013496,4013496,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000638,,copies H3-L00352-11 from INV-H3-000352,,,1,1,,2890956,2890956,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000756,,copies H3-L00604-02 from INV-H3-000604,,,1,1,,2393158,2393158,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000664,,copies H3-L00119-15 from INV-H3-000119,,,1,1,,566596,566596,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000467,,copies H3-L00301-05 from INV-H3-000301,,,1,1,,1703992,1703992,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000802,,copies H3-L00439-06 from INV-H3-000439,,,1,1,,760223,760223,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000552,,copies H3-L00474-05 from INV-H3-000474,,,1,1,,2129160,2129160,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000147,,copies H3-L00049-06 from INV-H3-000049,,,1,1,,5040665,5040665,,1,F3,0.8,0
H3,cross_invoice_duplicate,INV-H3-000489,,copies H3-L00350-01 from INV-H3-000350,,,1,1,,4410294,4410294,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000770,,copies H3-L00212-10 from INV-H3-000212,,,1,1,,618253,618253,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000920,,copies H3-L00913-02 from INV-H3-000913,,,1,1,,3225018,3225018,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000905,,copies H3-L00524-08 from INV-H3-000524,,,1,1,,3125341,3125341,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000862,,copies H3-L00228-14 from INV-H3-000228,,,1,1,,4316227,4316227,,1,F2,0.93,0
H3,cross_invoice_duplicate,INV-H3-000225,,copies H3-L00068-11 from INV-H3-000068,,,1,1,,990660,990660,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000621,,adds Bedside Neurological Radiotherapy Fraction on 2025-04-13 (excluded by Postoperative Geriatric Nutritional Support within 7 days),,,1,1,,2670404,2670404,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000752,,adds Preoperative Dermatologic Dialysis Session on 2025-06-18 (excluded by Outpatient Gastrointestinal Isolation Room Occupancy within 10 days),,,1,1,,2701313,2701313,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000542,,adds Extended Geriatric Infusion Therapy on 2024-12-22 (excluded by Inpatient Obstetric Wound Care within 14 days),,,1,1,,1483885,1483885,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000592,,adds Outpatient Haematology Transport Service on 2024-02-02 (excluded by Inpatient Obstetric Wound Care within 30 days),,,1,1,,2351950,2351950,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000044,,adds Extended Geriatric Infusion Therapy on 2024-02-22 (excluded by Inpatient Obstetric Wound Care within 14 days),,,1,1,,5049850,5049850,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000533,,adds Preoperative Cardiac Discharge Planning on 2025-01-28 (excluded by Extended Dermatologic Infusion Therapy within 30 days),,,1,1,,3120689,3120689,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000532,,adds Preoperative Cardiac Discharge Planning on 2024-08-22 (excluded by Extended Dermatologic Infusion Therapy within 30 days),,,1,1,,2162095,2162095,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000308,,adds Advanced Gastrointestinal Telemetry Monitoring on 2024-07-25 (excluded by Advanced Geriatric Nutritional Support within 7 days),,,1,1,,5674337,5674337,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000305,,adds Bedside Cardiac Recovery Room Occupancy on 2024-09-11 (excluded by Specialist Dermatologic Infusion Therapy within 14 days),,,1,1,,5369852,5369852,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000759,,adds Preoperative Cardiac Discharge Planning on 2025-08-18 (excluded by Extended Dermatologic Infusion Therapy within 30 days),,,1,1,,2342309,2342309,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000521,,adds Bedside Cardiac Recovery Room Occupancy on 2025-01-24 (excluded by Specialist Dermatologic Infusion Therapy within 14 days),,,1,1,,4582974,4582974,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000627,,adds Advanced Gastrointestinal Telemetry Monitoring on 2024-11-09 (excluded by Advanced Geriatric Nutritional Support within 7 days),,,1,1,,4290205,4290205,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000632,,adds Advanced Gastrointestinal Telemetry Monitoring on 2025-01-06 (excluded by Advanced Geriatric Nutritional Support within 7 days),,,1,1,,2624830,2624830,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000411,,adds Preoperative Dermatologic Dialysis Session on 2024-12-13 (excluded by Outpatient Gastrointestinal Isolation Room Occupancy within 10 days),,,1,1,,2285301,2285301,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000003,,adds Bedside Neurological Radiotherapy Fraction on 2024-01-07 (excluded by Postoperative Geriatric Nutritional Support within 7 days),,,1,1,,4009560,4009560,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000386,,adds Intensive Ophthalmic Laboratory Panel on 2024-05-25 (excluded by Assisted Ophthalmic Recovery Room Occupancy within 30 days),,,1,1,,3538584,3538584,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000762,,adds Preoperative Dermatologic Dialysis Session on 2025-04-23 (excluded by Outpatient Gastrointestinal Isolation Room Occupancy within 10 days),,,1,1,,3759713,3759713,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000887,,adds Emergency Vascular Biopsy Procedure on 2024-07-27 (excluded by Preoperative Endocrine Dialysis Session within 30 days),,,1,1,,3561548,3561548,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000135,,adds Inpatient Musculoskeletal Theatre Time on 2024-04-27 (excluded by Intermittent Infectious Theatre Time within 21 days),,,1,1,,1778600,1778600,,1,F2,0.93,0
H3,exclusion_window_violation,INV-H3-000743,,adds Extended Geriatric Infusion Therapy on 2025-06-05 (excluded by Inpatient Obstetric Wound Care within 14 days),,,1,1,,3790418,3790418,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000408,H3-L00408-12,standalone rate: 363250 -> 442975,strong,strong,1,1,,3571126,3571126,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000267,H3-L00267-01,standalone rate: 12025 -> 14150,strong,strong,1,1,,1268756,1268756,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000056,H3-L00056-12,standalone rate: 2925 -> 3650,exact,exact,1,1,,2316310,2316310,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000490,H3-L00490-10,standalone rate: 5675 -> 6925,exact,exact,1,1,,4635311,4635311,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000939,H3-L00939-03,standalone rate: 2925 -> 3650,exact,exact,1,1,,1461575,1461575,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000664,H3-L00664-05,standalone rate: 12025 -> 14150,exact,exact,1,1,,566596,566596,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000138,H3-L00138-09,standalone rate: 12025 -> 14150,strong,strong,1,1,,4478817,4478817,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000918,H3-L00918-20,standalone rate: 12025 -> 14150,exact,exact,1,1,,4167031,4167031,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000242,H3-L00242-09,standalone rate: 15550 -> 20725,exact,exact,1,1,,1954782,1954782,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000477,H3-L00477-11,standalone rate: 363250 -> 442975,strong,strong,1,1,,2486155,2486155,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000807,H3-L00807-02,standalone rate: 235000 -> 276475,strong,strong,1,1,,1858924,1858924,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000772,H3-L00772-12,standalone rate: 24350 -> 32475,exact,exact,1,1,,3024830,3024830,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000933,H3-L00933-03,standalone rate: 42275 -> 52850,exact,exact,1,1,,1504813,1504813,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000921,H3-L00921-08,standalone rate: 5675 -> 6925,exact,exact,1,1,,2818319,2818319,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000663,H3-L00663-16,standalone rate: 363250 -> 442975,exact,exact,1,1,,4226294,4226294,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000916,H3-L00916-05,standalone rate: 9800 -> 11125,exact,exact,1,1,,2426045,2426045,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000818,H3-L00818-05,standalone rate: 42275 -> 52850,exact,exact,1,1,,5275580,5275580,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000522,H3-L00522-15,standalone rate: 42275 -> 52850,exact,exact,1,1,,1646077,1646077,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000180,H3-L00180-16,standalone rate: 363250 -> 442975,exact,exact,1,1,,2072229,2072229,,1,F2,0.93,0
H3,bundle_not_applied,INV-H3-000582,H3-L00582-11,standalone rate: 9800 -> 11125,exact,exact,1,1,,2791270,2791270,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000708,H3-L00708-02,uplift removed: 16359 -> 14225,exact,exact,1,1,,2003036,2003036,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000269,H3-L00269-10,uplift removed: 42515 -> 38650,exact,exact,1,1,,1423991,1423991,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000727,H3-L00727-02,uplift removed: 78344 -> 62675,exact,exact,1,1,,2743756,2743756,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000461,H3-L00461-01,uplift removed: 178892 -> 159725,exact,exact,1,1,,5519752,5519752,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000702,H3-L00702-03,uplift removed: 48455 -> 44050,exact,exact,1,1,,3242872,3242872,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000793,H3-L00793-08,uplift removed: 7140 -> 5950,exact,exact,1,1,,2536612,2536612,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000103,H3-L00103-08,uplift removed: 42515 -> 38650,exact,exact,1,1,,2296594,2296594,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000010,H3-L00010-01,uplift removed: 2590 -> 1850,exact,exact,1,1,,3488955,3488955,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000170,H3-L00170-08,uplift removed: 11270 -> 8050,exact,exact,1,1,,2347891,2347891,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000533,H3-L00533-04,uplift removed: 2590 -> 1850,exact,exact,1,1,,3120689,3120689,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000900,H3-L00900-03,uplift removed: 7140 -> 5950,exact,exact,1,1,,2769562,2769562,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000011,H3-L00011-09,uplift removed: 36238 -> 27875,unit_tiebreak,unit_tiebreak,1,1,,2481031,2481031,,1,F3,0.8,0
H3,premium_omitted,INV-H3-000309,H3-L00309-05,uplift removed: 178892 -> 159725,exact,exact,1,1,,1255941,1255941,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000906,H3-L00906-07,uplift removed: 37749 -> 32825,exact,exact,1,1,,4013496,4013496,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000398,H3-L00398-06,uplift removed: 11270 -> 8050,exact,exact,1,1,,4307147,4307147,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000877,H3-L00877-01,uplift removed: 2590 -> 1850,strong,strong,1,1,,3062855,3062855,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000391,H3-L00391-12,uplift removed: 2590 -> 1850,exact,exact,1,1,,2317653,2317653,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000118,H3-L00118-01,uplift removed: 55138 -> 50125,exact,exact,1,1,,1748994,1748994,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000803,H3-L00803-05,uplift removed: 7140 -> 5950,exact,exact,1,1,,3222887,3222887,,1,F2,0.93,0
H3,premium_omitted,INV-H3-000587,H3-L00587-15,uplift removed: 48455 -> 44050,exact,exact,1,1,,2548460,2548460,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000278,H3-L00278-18,uplift added: 14850 -> 20790,exact,exact,1,1,,4185298,4185298,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000827,H3-L00827-13,uplift added: 27875 -> 36238,exact,exact,1,1,,3548057,3548057,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000343,H3-L00343-20,uplift added: 147875 -> 162663,exact,exact,1,1,,5494992,5494992,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000881,H3-L00881-06,uplift added: 62675 -> 78344,exact,exact,1,1,,1632800,1632800,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000429,H3-L00429-09,uplift added: 14850 -> 20790,exact,exact,1,1,,1635812,1635812,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000299,H3-L00299-03,uplift added: 26025 -> 31230,exact,exact,1,1,,4663843,4663843,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000772,H3-L00772-09,uplift added: 27575 -> 31711,exact,exact,1,1,,3024830,3024830,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000845,H3-L00845-08,uplift added: 383550 -> 479438,strong,strong,1,1,,2708497,2708497,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000393,H3-L00393-02,uplift added: 32825 -> 37749,exact,exact,1,1,,1479500,1479500,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000495,H3-L00495-11,uplift added: 5950 -> 7140,exact,exact,1,1,,4155233,4155233,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000707,H3-L00707-05,uplift added: 18125 -> 25375,exact,exact,1,1,,1488925,1488925,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000739,H3-L00739-10,uplift added: 383550 -> 479438,exact,exact,1,1,,4242242,4242242,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000082,H3-L00082-19,uplift added: 26375 -> 29013,exact,exact,1,1,,5772667,5772667,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000282,H3-L00282-01,uplift added: 147875 -> 162663,exact,exact,1,1,,1465854,1465854,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000918,H3-L00918-05,uplift added: 140975 -> 169170,exact,exact,1,1,,4167031,4167031,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000034,H3-L00034-04,uplift added: 62675 -> 78344,exact,exact,1,1,,2352800,2352800,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000623,H3-L00623-10,uplift added: 27875 -> 36238,exact,exact,1,1,,1904016,1904016,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000333,H3-L00333-11,uplift added: 26750 -> 33438,exact,exact,1,1,,1677524,1677524,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000768,H3-L00768-14,uplift added: 18125 -> 25375,exact,exact,1,1,,2840599,2840599,,1,F2,0.93,0
H3,premium_incorrectly_applied,INV-H3-000721,H3-L00721-10,uplift added: 1850 -> 2590,exact,exact,1,1,,4519168,4519168,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000561,H3-L00561-04,discount removed: 62006 -> 82675,exact,exact,1,1,,5976733,5976733,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000847,H3-L00847-09,discount removed: 62006 -> 82675,exact,exact,1,1,,2082753,2082753,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000258,H3-L00258-02,discount removed: 30954 -> 35175,exact,exact,1,1,,775102,775102,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000155,H3-L00155-12,discount removed: 1800 -> 2000,strong,strong,1,1,,3687556,3687556,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000800,H3-L00800-12,discount removed: 1600 -> 2000,strong,strong,1,1,,5046666,5046666,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000535,H3-L00535-06,discount removed: 373365 -> 414850,exact,exact,1,1,,1661983,1661983,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000815,H3-L00815-09,discount removed: 1600 -> 2000,exact,exact,1,1,,3254914,3254914,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000871,H3-L00871-05,discount removed: 373365 -> 414850,exact,exact,1,1,,3470455,3470455,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000732,H3-L00732-06,discount removed: 23963 -> 26625,exact,exact,1,1,,2789905,2789905,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000494,H3-L00494-10,discount removed: 114176 -> 134325,strong,strong,1,1,,4625479,4625479,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000120,H3-L00120-02,discount removed: 23963 -> 26625,exact,exact,1,1,,2310243,2310243,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000419,H3-L00419-06,discount removed: 118283 -> 168975,exact,exact,1,1,,4102600,4102600,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000439,H3-L00439-11,discount removed: 373365 -> 414850,exact,exact,1,1,,3044934,3044934,,1,F2,0.93,0
H3,volume_discount_omitted,INV-H3-000588,H3-L00588-14,discount removed: 114176 -> 134325,exact,exact,1,1,,4209747,4209747,,1,F2,0.93,0
